CUI,STR
C0340192,Chronic silicosis
C0340193,Wollastonite pneumoconiosis
C0340194,Respiratory failure without hypercapnia
C0340194,Hypoxemic respiratory failure
C0340195,Dialysis-associated hypoxia
C0340197,Stage 1 pulmonary sarcoidosis
C0340198,Stage 2 pulmonary sarcoidosis
C0340199,Stage 3 pulmonary sarcoidosis
C0340200,Stage 4 pulmonary sarcoidosis
C0340201,Endobronchial sarcoidosis
C0340202,Necrotizing sarcoid granulomatosis
C0340203,Sarcoid pulmonary calcification
C0340204,Toxic inhalation-induced febrile illness
C0340205,Humidifier fever
C0340206,Pulmonary mycotoxicosis
C0340207,Tracheobronchial disorder
C0340213,Tracheal diverticulosis
C0340217,Acquired tracheo-esophageal fistula
C0340221,Obstruction of trachea
C0340222,Tracheal rupture
C0340223,Infectious disorder of trachea
C0340227,Acquired tracheal stenosis
C0340228,Acquired subglottic stenosis
C0340231,Tracheobronchomalacia
C0340236,Bronchocutaneous fistula
C0340237,Tuberculous bronchopleural fistula
C0340238,Infectious disorder of bronchus
C0340241,Infected bronchogenic cyst
C0340243,Acquired bronchomalacia
C0340244,Acute toxic tracheobronchitis
C0340245,Disorder of bronchial anastomosis
C0340246,Bronchial anastomotic leak
C0340247,Bronchial anastomotic hemorrhage
C0340248,Bronchial anastomotic dehiscence
C0340249,Bronchial anastomotic stricture
C0340250,Bronchial anastomotic necrosis
C0340252,Bronchial anastomotic edema
C0340255,Trauma and postoperative pulmonary insufficiency
C0340256,Sepsis-associated lung injury
C0340258,Neoplasm of lower respiratory tract and mediastinum
C0340260,Peripheral vascular complications of care
C0340268,Pelvic phleboliths
C0340278,Atrial hypertrophy
C0340279,Ventricular hypertrophy
C0340285,Triple vessel disease of the heart
C0340288,Stable angina
C0340289,New onset angina
C0340291,Silent myocardial ischemia
C0340297,Acute myocardial infarction of septum
C0340298,Acute Q wave infarction - anteroseptal
C0340299,Acute non-Q wave infarction - anteroseptal
C0340301,Acute Q wave infarction - anterolateral
C0340302,Acute non-Q wave infarction - anterolateral
C0340304,Acute myocardial infarction of inferoposterior wall
C0340306,Acute Q wave infarction - inferior
C0340307,Acute non-Q wave infarction - inferior
C0340308,Acute myocardial infarction of inferolateral wall
C0340309,Acute Q wave infarction - inferolateral
C0340310,Acute non-Q wave infarction - inferolateral
C0340311,Acute myocardial infarction of lateral wall
C0340313,Acute Q wave infarction - lateral
C0340314,Acute non-Q wave infarction - lateral
C0340315,Acute widespread myocardial infarction
C0340316,Acute Q wave infarction - widespread
C0340317,Acute non-Q wave infarction - widespread
C0340318,Acute posterior myocardial infarction
C0340320,Old anterior myocardial infarction
C0340321,Old inferior myocardial infarction
C0340322,Old lateral myocardial infarction
C0340323,Old posterior myocardial infarction
C0340324,Silent myocardial infarction
C0340325,Coronary thrombosis not resulting in myocardial infarction
C0340326,Accelerated coronary artery disease in transplanted heart
C0340331,Post-infarction ventricular septal defect
C0340334,Syphilitic valve disease
C0340335,Mitral and aortic stenosis
C0340348,Acute and subacute infective endocarditis associated with another disorder
C0340351,Endocarditis - typhoid
C0340353,Rickettsial endocarditis
C0340354,Q fever endocarditis
C0340356,Endocarditis - blastomycosis
C0340358,Culture-negative endocarditis
C0340359,Prosthetic valve endocarditis
C0340361,Mitral restenosis
C0340362,Non-rheumatic mitral regurgitation
C0340366,Mitral chordae rupture
C0340367,Mitral papillary muscle dysfunction
C0340368,Post-infarction mitral papillary muscle rupture
C0340369,Functional mitral regurgitation
C0340372,"Aortic stenosis, non-rheumatic"
C0340373,Senile aortic stenosis
C0340375,Subaortic stenosis
C0340377,"Aortic incompetence, non-rheumatic"
C0340378,Aortic regurgitation due to cystic medial necrosis of aorta
C0340379,Syphilitic aortic incompetence
C0340383,"Tricuspid stenosis, non-rheumatic"
C0340389,"Tricuspid incompetence, non-rheumatic"
C0340392,Functional tricuspid regurgitation
C0340395,"Pulmonary stenosis, non-rheumatic"
C0340405,Acute aseptic myocarditis of the newborn
C0340407,Acute myocarditis - influenzal
C0340409,Septic myocarditis - streptococcal
C0340410,Septic myocarditis - staphylococcal
C0340411,Septic myocarditis - pneumococcal
C0340412,Acute myocarditis - tuberculous
C0340413,Acute myocarditis - syphilitic
C0340414,Q fever myocarditis
C0340415,Fungal myocarditis
C0340416,Parasitic myocarditis
C0340418,Congestive obstructive cardiomyopathy
C0340421,Cardiomyopathy due to mucopolysaccharidosis
C0340425,Hypertrophic cardiomyopathy without obstruction
C0340426,Post-myocarditic cardiomyopathy
C0340427,Primary familial dilated cardiomyopathy
C0340428,Restrictive cardiomyopathy without endomyocardial fibrosis
C0340432,Sarcoid heart muscle disease
C0340433,Cardiomyopathy in myotonic dystrophy
C0340434,Dystrophic cardiomyopathy
C0340436,Cardiac beriberi
C0340437,Chronic myocardial disorder due to chemical or external agent
C0340444,Acute infective pericarditis
C0340445,Bacterial pericarditis
C0340446,Acute meningococcal pericarditis
C0340447,Acute syphilitic pericarditis
C0340448,Acute gonococcal pericarditis
C0340449,Acute pneumococcal pericarditis
C0340450,Acute staphylococcal pericarditis
C0340451,Acute streptococcal pericarditis
C0340453,Q fever pericarditis
C0340455,Post-infarction pericarditis
C0340456,Chronic infective pericarditis
C0340458,Chronic cholesterol pericardial effusion
C0340461,Post-infarction hemopericardium
C0340464,Ectopic beats
C0340464,Premature beats
C0340468,Sinoatrial node tachycardia
C0340469,Re-entrant atrial tachycardia
C0340470,Incessant atrial tachycardia
C0340471,Atrioventricular tachycardia
C0340475,Ectopic atrioventricular node tachycardia
C0340476,Re-entrant atrioventricular node tachycardia
C0340477,Re-entrant atrioventricular tachycardia
C0340478,Orthodromic atrioventricular re-entrant tachycardia
C0340479,Antidromic atrioventricular re-entrant tachycardia
C0340480,Supraventricular tachycardia with functional bundle branch block
C0340481,Congenital His bundle tachycardia
C0340482,Postoperative His bundle tachycardia
C0340483,Permanent junctional reciprocating tachycardia
C0340484,Ventricular tachycardia with normal heart
C0340485,Familial ventricular tachycardia
C0340486,Induced ventricular tachycardia
C0340487,Incessant infant ventricular tachycardia
C0340488,Right ventricular outflow tract ventricular tachycardia
C0340489,Lone atrial fibrillation
C0340490,Non-rheumatic atrial fibrillation
C0340491,Familial sick sinus syndrome
C0340492,Postoperative sinus node dysfunction
C0340493,Paroxysmal familial ventricular fibrillation
C0340504,Familial isolated complete right bundle branch block
C0340507,Concealed accessory pathway
C0340508,Unidirectional retrograde accessory pathway
C0340511,Post cardiac operation functional disturbance
C0340514,Cardiac arrest with successful resuscitation
C0340517,Atrial thrombosis
C0340518,Post-infarction mural thrombus
C0340519,Intracardiac thrombosis in low output state
C0340527,Rheumatic adherent pericardium
C0340535,Acute massive pulmonary embolism
C0340536,Subacute massive pulmonary embolism
C0340537,Pulmonary fat embolism
C0340538,Subacute pulmonary fat embolism
C0340539,Pulmonary tumor embolism
C0340540,Solitary pulmonary hypertension
C0340541,Small vessel pulmonary hypertension
C0340542,Sporadic primary pulmonary hypertension
C0340543,Familial primary pulmonary hypertension
C0340543,Heritable pulmonary arterial hypertension
C0340544,Pulmonary arterial hypertension induced by drug
C0340545,Large vessel pulmonary hypertension
C0340547,Post-arteritic pulmonary hypertension
C0340547,Pulmonary hypertension due to vasculitis
C0340548,Pulmonary capillary hemangiomatosis
C0340549,Pulmonary hypertension associated with chronic underventilation
C0340551,Pulmonary hypertension secondary to raised pulmonary vascular resistance
C0340552,Pulmonary hypertension due to chronic exposure to high altitude
C0340557,Atherosclerotic renal artery stenosis
C0340560,Extremity artery atheroma
C0340561,Arterial ischemia
C0340563,Upper limb ischemia
C0340564,Critical upper limb ischemia
C0340565,Lower limb ischemia
C0340566,Critical lower limb ischemia
C0340569,Internal carotid artery stenosis
C0340571,Stenosis of abdominal aorta
C0340577,Multiple and bilateral precerebral arterial occlusion
C0340591,Embolism and/or thrombosis of the common iliac artery
C0340595,Embolism and thrombosis of the subclavian artery
C0340600,Femoral artery embolus
C0340601,Brachial artery embolus
C0340602,Superior mesenteric artery embolus
C0340604,Fulminant fat embolism syndrome
C0340605,Air embolism complicating intravenous therapy
C0340608,Thrombosis of renal artery
C0340609,Extrinsic compression of artery
C0340610,Popliteal entrapment syndrome
C0340611,Compression of transplanted artery
C0340625,Inferior mesenteric aneurysm
C0340630,Thoracoabdominal aortic aneurysm
C0340642,Dissection of anterior spinal artery
C0340643,Dissection of aorta
C0340644,Dissection of thoracic aorta
C0340645,Type I dissection of thoracic aorta
C0340646,Type II dissection of thoracic aorta
C0340647,Dissection of distal aorta
C0340648,Dissection of coronary artery
C0340649,Dissection of iliac artery
C0340650,Dissection of femoral artery
C0340669,Infection of artery
C0340671,Secondary systemic vasculitis
C0340672,Vasculitis secondary to drug
C0340674,Steal syndrome of hand
C0340675,Steal syndrome of upper limb
C0340676,Steal syndrome of lower limb
C0340677,Cerebral steal syndrome
C0340678,Coronary steal syndrome
C0340679,Inverse steal syndrome
C0340680,Vasomotor arterial disorder
C0340686,Vibration white finger
C0340687,Marfan's syndrome affecting skin
C0340691,Phlebitis as a complication of care
C0340694,Superficial thrombophlebitis of cephalic vein
C0340695,Superficial thrombophlebitis of basilic vein
C0340699,Superficial thrombophlebitis of long saphenous vein
C0340700,Superficial thrombophlebitis of short saphenous vein
C0340703,Non-pyogenic venous sinus thrombosis
C0340704,Superior mesenteric vein thrombosis
C0340705,Inferior mesenteric vein thrombosis
C0340706,Thrombosis of pelvic vein
C0340707,Thrombosis of vein of lower leg
C0340708,Deep venous thrombosis of lower extremity
C0340714,Iliofemoral deep vein thrombosis
C0340715,Phlebitis of the anterior tibial vein
C0340717,Phlebitis of the posterior tibial vein
C0340718,Thrombophlebitis of the anterior tibial vein
C0340720,Thrombophlebitis of the posterior tibial vein
C0340722,Thrombosis of transplanted vein
C0340723,Transplant renal vein thrombosis
C0340725,Recurrent idiopathic thrombophlebitis
C0340728,Embolism superior longitudinal sinus
C0340731,Embolism of intracranial venous sinus
C0340732,Venous insufficiency of leg
C0340733,Primary venous insufficiency of leg
C0340734,Secondary venous insufficiency of leg
C0340736,Vulval varices - non-obstetric
C0340739,Varicose veins of the leg with ulcer and eczema
C0340740,Varicose veins of the leg with rupture
C0340741,Varicose veins of leg with long saphenous vein distribution
C0340742,Varicose veins of leg with short saphenous vein distribution
C0340743,Calf perforator varicose veins
C0340749,Strangulated internal hemorrhoids
C0340754,Subclavian vein stenosis
C0340755,Internal jugular vein stenosis
C0340756,Pulmonary vein stenosis
C0340757,Inferior vena cava stenosis
C0340758,Superior vena cava stenosis
C0340759,Stenosis of transplant vein
C0340760,Intrinsic venous stenosis
C0340766,Venous hypertension
C0340767,Venous hypertension of upper limb
C0340768,Venous hypertension of hand
C0340769,Venous hypertension of lower limb
C0340783,Scrofulous tuberculous abscess
C0340784,Tuberculous mesenteric adenitis
C0340785,Atypical mycobacterial lymphadenitis
C0340786,Chronic bancroftian lymphadenitis
C0340787,Chronic Malayan filarial lymphadenitis
C0340788,Chronic Timorian filarial lymphadenitis
C0340789,Timorian elephantiasis
C0340790,Onchocercal elephantiasis
C0340791,Lymph fistula
C0340804,Hereditary vascular fragility
C0340834,Hennekam syndrome
C0340840,Congenital arteriovenous fistula infection
C0340848,Familial pulmonary capillary hemangiomatosis
C0340851,Malignant vasovagal syndrome
C0340852,Elderly vasovagal syndrome
C0340853,Vasovagal syncope due to immersion
C0340854,Situational syncope
C0340855,Micturition syncope
C0340856,Defecation syncope
C0340857,Deglutition syncope
C0340861,Electromechanical dissociation
C0340863,Postoperative hypovolemic shock
C0340867,Idiopathic fluid retention
C0340869,Transfusion reaction due to excess volume
C0340874,Disorder of cardiovascular prostheses and implants
C0340875,Disorder of vena cava umbrella
C0340880,Disorder of prosthetic cardiac valve
C0340884,Prosthetic cardiac paravalvular leak
C0340887,Prosthetic cardiac valve vegetation
C0340889,Prosthetic cardiac valve displacement
C0340890,Disorder of vascular graft
C0340894,Vascular graft anastomotic stenosis
C0340895,Vascular graft thrombosis
C0340896,Vascular graft infection
C0340897,Vascular graft twisting
C0340898,Vascular graft malposition
C0340899,Vascular graft avulsion
C0340900,Vascular graft aneurysm
C0340901,Vascular graft calcification
C0340902,Vascular graft enteric fistula
C0340905,Disorder of arteriovenous shunt
C0340907,Arteriovenous fistula occlusion
C0340908,Arteriovenous fistula stenosis
C0340909,Arteriovenous fistula thrombosis
C0340910,Arteriovenous fistula infection
C0340913,Arteriovenous fistula rupture
C0340914,Disorder of cardiac pacemaker system
C0340915,Disorder of cardiac pacemaker electrode
C0340916,Pacemaker electrode infection
C0340917,Pacemaker electrode displacement
C0340918,Pacemaker electrode lead fracture
C0340919,Pacemaker electrode lead displacement
C0340920,Disorder of pacemaker pulse generator
C0340921,Pacemaker pulse generator failure
C0340922,Disorder of pacing function
C0340923,Failure of cardiac pacemaker to capture
C0340924,Cardiac pacemaker sensitivity problem
C0340925,Oversensing cardiac pacemaker
C0340926,Undersensing cardiac pacemaker
C0340927,Cardiac pacemaker myoinhibition
C0340928,Cardiac pacemaker electrical interference
C0340930,Cardiac pacemaker re-entrant tachycardia
C0340931,Runaway cardiac pacemaker
C0340932,Cross-talk in dual chamber cardiac pacemaker
C0340933,Disorder of implantable defibrillator
C0340934,Disorder of implanted cardiac defibrillator electrode
C0340935,Implanted defibrillator electrode infection
C0340936,Implanted defibrillator electrode displacement
C0340937,Implanted defibrillator electrode lead fracture
C0340938,Implanted defibrillator electrode lead displacement
C0340939,Disorder of implanted defibrillator generator
C0340940,Implanted defibrillator generator infection
C0340941,Implanted defibrillator generator failure
C0340942,Disorder of defibrillator function
C0340943,High threshold for implanted defibrillator
C0340944,Inappropriate shocks from implanted defibrillator
C0340945,Disorder of intra-aortic pulsation balloon
C0340946,Intra-aortic balloon rupture
C0340947,Intra-aortic balloon infection
C0340948,Intra-aortic balloon thrombosis
C0340949,Inadequate aortic balloon augmentation
